id,Station Name,Description,SampleDate,SampleTime,parameter,qualifier,Result,unit,method,CreateDate,Distance,Direction
389441,WP0000012,Sands at Coal Oil Point,2003-12-22,15:00:00,Enterococcus,=,142,MPN/100ml,Enterolert,12/22/03,,
389442,WP0000012,Sands at Coal Oil Point,2003-12-29,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,12/29/03,,
390557,WP0000012,Sands at Coal Oil Point,2004-01-05,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),1/5/04,,
390556,WP0000012,Sands at Coal Oil Point,2004-01-05,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/5/04,,
390555,WP0000012,Sands at Coal Oil Point,2004-01-05,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,1/5/04,,
390560,WP0000012,Sands at Coal Oil Point,2004-01-12,16:00:00,Total Coliforms,=,145,MPN/100ml,Colilert 18 (Total),1/12/04,,
390559,WP0000012,Sands at Coal Oil Point,2004-01-12,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/12/04,,
390558,WP0000012,Sands at Coal Oil Point,2004-01-12,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,1/12/04,,
390561,WP0000012,Sands at Coal Oil Point,2004-01-20,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,1/20/04,,
390563,WP0000012,Sands at Coal Oil Point,2004-01-20,15:30:00,Total Coliforms,=,30,MPN/100ml,Colilert 18 (Total),1/20/04,,
390562,WP0000012,Sands at Coal Oil Point,2004-01-20,15:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/20/04,,
390566,WP0000012,Sands at Coal Oil Point,2004-01-26,15:05:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),1/26/04,,
390565,WP0000012,Sands at Coal Oil Point,2004-01-26,15:05:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/26/04,,
390564,WP0000012,Sands at Coal Oil Point,2004-01-26,15:05:00,Enterococcus,<,10,MPN/100ml,Enterolert,1/26/04,,
390569,WP0000012,Sands at Coal Oil Point,2004-02-02,15:35:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),2/2/04,,
390568,WP0000012,Sands at Coal Oil Point,2004-02-02,15:35:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),2/2/04,,
390567,WP0000012,Sands at Coal Oil Point,2004-02-02,15:35:00,Enterococcus,<,10,MPN/100ml,Enterolert,2/2/04,,
390570,WP0000012,Sands at Coal Oil Point,2004-02-09,15:45:00,Enterococcus,<,10,MPN/100ml,Enterolert,2/9/04,,
390572,WP0000012,Sands at Coal Oil Point,2004-02-09,15:45:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),2/9/04,,
390571,WP0000012,Sands at Coal Oil Point,2004-02-09,15:45:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),2/9/04,,
390575,WP0000012,Sands at Coal Oil Point,2004-02-17,15:45:00,Total Coliforms,=,41,MPN/100ml,Colilert 18 (Total),2/17/04,,
390574,WP0000012,Sands at Coal Oil Point,2004-02-17,15:45:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),2/17/04,,
390573,WP0000012,Sands at Coal Oil Point,2004-02-17,15:45:00,Enterococcus,=,31,MPN/100ml,Enterolert,2/17/04,,
390578,WP0000012,Sands at Coal Oil Point,2004-02-23,14:30:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),2/23/04,,
390577,WP0000012,Sands at Coal Oil Point,2004-02-23,14:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),2/23/04,,
390576,WP0000012,Sands at Coal Oil Point,2004-02-23,14:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,2/23/04,,
390580,WP0000012,Sands at Coal Oil Point,2004-03-01,16:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),3/1/04,,
390579,WP0000012,Sands at Coal Oil Point,2004-03-01,16:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,3/1/04,,
390581,WP0000012,Sands at Coal Oil Point,2004-03-01,16:30:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),3/1/04,,
390584,WP0000012,Sands at Coal Oil Point,2004-03-08,14:58:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),3/8/04,,
390583,WP0000012,Sands at Coal Oil Point,2004-03-08,14:58:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),3/8/04,,
390582,WP0000012,Sands at Coal Oil Point,2004-03-08,14:58:00,Enterococcus,<,10,MPN/100ml,Enterolert,3/8/04,,
390587,WP0000012,Sands at Coal Oil Point,2004-03-15,16:20:00,Total Coliforms,=,226,MPN/100ml,Colilert 18 (Total),3/15/04,,
390586,WP0000012,Sands at Coal Oil Point,2004-03-15,16:20:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),3/15/04,,
390585,WP0000012,Sands at Coal Oil Point,2004-03-15,16:20:00,Enterococcus,<,10,MPN/100ml,Enterolert,3/15/04,,
390589,WP0000012,Sands at Coal Oil Point,2004-03-22,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),3/22/04,,
390588,WP0000012,Sands at Coal Oil Point,2004-03-22,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,3/22/04,,
390590,WP0000012,Sands at Coal Oil Point,2004-03-22,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),3/22/04,,
390593,WP0000012,Sands at Coal Oil Point,2004-03-29,15:30:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),3/29/04,,
390592,WP0000012,Sands at Coal Oil Point,2004-03-29,15:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),3/29/04,,
390591,WP0000012,Sands at Coal Oil Point,2004-03-29,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,3/29/04,,
390596,WP0000012,Sands at Coal Oil Point,2004-04-05,16:10:00,Total Coliforms,=,364,MPN/100ml,Colilert 18 (Total),4/5/04,,
390595,WP0000012,Sands at Coal Oil Point,2004-04-05,16:10:00,E. Coli,=,309,MPN/100ml,Colilert 18 (Fecal),4/5/04,,
390594,WP0000012,Sands at Coal Oil Point,2004-04-05,16:10:00,Enterococcus,=,10,MPN/100ml,Enterolert,4/5/04,,
390598,WP0000012,Sands at Coal Oil Point,2004-04-12,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),4/12/04,,
390597,WP0000012,Sands at Coal Oil Point,2004-04-12,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,4/12/04,,
390599,WP0000012,Sands at Coal Oil Point,2004-04-12,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),4/12/04,,
390602,WP0000012,Sands at Coal Oil Point,2004-04-19,15:30:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),4/19/04,,
390601,WP0000012,Sands at Coal Oil Point,2004-04-19,15:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),4/19/04,,
390600,WP0000012,Sands at Coal Oil Point,2004-04-19,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,4/19/04,,
390605,WP0000012,Sands at Coal Oil Point,2004-04-26,15:40:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),4/26/04,,
390604,WP0000012,Sands at Coal Oil Point,2004-04-26,15:40:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),4/26/04,,
390603,WP0000012,Sands at Coal Oil Point,2004-04-26,15:40:00,Enterococcus,<,10,MPN/100ml,Enterolert,4/26/04,,
390607,WP0000012,Sands at Coal Oil Point,2004-05-03,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),5/3/04,,
390606,WP0000012,Sands at Coal Oil Point,2004-05-03,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,5/3/04,,
390608,WP0000012,Sands at Coal Oil Point,2004-05-03,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),5/3/04,,
390611,WP0000012,Sands at Coal Oil Point,2004-05-10,16:10:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),5/10/04,,
390610,WP0000012,Sands at Coal Oil Point,2004-05-10,16:10:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),5/10/04,,
390609,WP0000012,Sands at Coal Oil Point,2004-05-10,16:10:00,Enterococcus,<,10,MPN/100ml,Enterolert,5/10/04,,
390612,WP0000012,Sands at Coal Oil Point,2004-05-17,16:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,5/17/04,,
390614,WP0000012,Sands at Coal Oil Point,2004-05-17,16:30:00,Total Coliforms,=,52,MPN/100ml,Colilert 18 (Total),5/17/04,,
390613,WP0000012,Sands at Coal Oil Point,2004-05-17,16:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),5/17/04,,
390616,WP0000012,Sands at Coal Oil Point,2004-05-24,16:25:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),5/24/04,,
390615,WP0000012,Sands at Coal Oil Point,2004-05-24,16:25:00,Enterococcus,<,10,MPN/100ml,Enterolert,5/24/04,,
390617,WP0000012,Sands at Coal Oil Point,2004-05-24,16:25:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),5/24/04,,
390620,WP0000012,Sands at Coal Oil Point,2004-06-01,16:25:00,Total Coliforms,>,24192,MPN/100ml,Colilert 18 (Total),6/1/04,,
390619,WP0000012,Sands at Coal Oil Point,2004-06-01,16:25:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),6/1/04,,
390618,WP0000012,Sands at Coal Oil Point,2004-06-01,16:25:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/1/04,,
390621,WP0000012,Sands at Coal Oil Point,2004-06-03,16:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/3/04,,
390623,WP0000012,Sands at Coal Oil Point,2004-06-03,16:30:00,Total Coliforms,=,10,MPN/100ml,Colilert 18 (Total),6/3/04,,
390622,WP0000012,Sands at Coal Oil Point,2004-06-03,16:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),6/3/04,,
390625,WP0000012,Sands at Coal Oil Point,2004-06-07,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),6/7/04,,
390624,WP0000012,Sands at Coal Oil Point,2004-06-07,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/7/04,,
390626,WP0000012,Sands at Coal Oil Point,2004-06-07,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),6/7/04,,
390629,WP0000012,Sands at Coal Oil Point,2004-06-14,16:10:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),6/14/04,,
390628,WP0000012,Sands at Coal Oil Point,2004-06-14,16:10:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),6/14/04,,
390627,WP0000012,Sands at Coal Oil Point,2004-06-14,16:10:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/14/04,,
390630,WP0000012,Sands at Coal Oil Point,2004-06-21,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/21/04,,
390632,WP0000012,Sands at Coal Oil Point,2004-06-21,15:30:00,Total Coliforms,=,31,MPN/100ml,Colilert 18 (Total),6/21/04,,
390631,WP0000012,Sands at Coal Oil Point,2004-06-21,15:30:00,E. Coli,=,20,MPN/100ml,Colilert 18 (Fecal),6/21/04,,
390634,WP0000012,Sands at Coal Oil Point,2004-06-28,16:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),6/28/04,,
390633,WP0000012,Sands at Coal Oil Point,2004-06-28,16:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,6/28/04,,
390635,WP0000012,Sands at Coal Oil Point,2004-06-28,16:30:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),6/28/04,,
390638,WP0000012,Sands at Coal Oil Point,2004-07-06,16:30:00,Total Coliforms,=,97,MPN/100ml,Colilert 18 (Total),7/6/04,,
390637,WP0000012,Sands at Coal Oil Point,2004-07-06,16:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),7/6/04,,
390636,WP0000012,Sands at Coal Oil Point,2004-07-06,16:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,7/6/04,,
390639,WP0000012,Sands at Coal Oil Point,2004-07-12,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,7/12/04,,
390641,WP0000012,Sands at Coal Oil Point,2004-07-12,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),7/12/04,,
390640,WP0000012,Sands at Coal Oil Point,2004-07-12,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),7/12/04,,
390644,WP0000012,Sands at Coal Oil Point,2004-07-19,4:15:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),7/19/04,,
390643,WP0000012,Sands at Coal Oil Point,2004-07-19,4:15:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),7/19/04,,
390642,WP0000012,Sands at Coal Oil Point,2004-07-19,4:15:00,Enterococcus,<,10,MPN/100ml,Enterolert,7/19/04,,
390647,WP0000012,Sands at Coal Oil Point,2004-07-26,15:45:00,Total Coliforms,=,10,MPN/100ml,Colilert 18 (Total),7/26/04,,
390646,WP0000012,Sands at Coal Oil Point,2004-07-26,15:45:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),7/26/04,,
390645,WP0000012,Sands at Coal Oil Point,2004-07-26,15:45:00,Enterococcus,<,10,MPN/100ml,Enterolert,7/26/04,,
390648,WP0000012,Sands at Coal Oil Point,2004-08-02,16:00:00,Enterococcus,=,20,MPN/100ml,Enterolert,8/2/04,,
390650,WP0000012,Sands at Coal Oil Point,2004-08-02,16:00:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),8/2/04,,
390649,WP0000012,Sands at Coal Oil Point,2004-08-02,16:00:00,E. Coli,=,10,MPN/100ml,Colilert 18 (Fecal),8/2/04,,
390653,WP0000012,Sands at Coal Oil Point,2004-08-09,16:00:00,Total Coliforms,>,10,MPN/100ml,Colilert 18 (Total),8/9/04,,
390652,WP0000012,Sands at Coal Oil Point,2004-08-09,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),8/9/04,,
390651,WP0000012,Sands at Coal Oil Point,2004-08-09,16:00:00,Enterococcus,=,10,MPN/100ml,Enterolert,8/9/04,,
390656,WP0000012,Sands at Coal Oil Point,2004-08-16,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),8/16/04,,
390655,WP0000012,Sands at Coal Oil Point,2004-08-16,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),8/16/04,,
390654,WP0000012,Sands at Coal Oil Point,2004-08-16,16:00:00,Enterococcus,=,10,MPN/100ml,Enterolert,8/16/04,,
390657,WP0000012,Sands at Coal Oil Point,2004-08-23,14:08:00,Enterococcus,<,10,MPN/100ml,Enterolert,8/23/04,,
390659,WP0000012,Sands at Coal Oil Point,2004-08-23,14:08:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),8/23/04,,
390658,WP0000012,Sands at Coal Oil Point,2004-08-23,14:08:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),8/23/04,,
390662,WP0000012,Sands at Coal Oil Point,2004-08-30,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),8/30/04,,
390661,WP0000012,Sands at Coal Oil Point,2004-08-30,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),8/30/04,,
390660,WP0000012,Sands at Coal Oil Point,2004-08-30,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,8/30/04,,
390665,WP0000012,Sands at Coal Oil Point,2004-09-07,16:00:00,Total Coliforms,=,52,MPN/100ml,Colilert 18 (Total),9/7/04,,
390664,WP0000012,Sands at Coal Oil Point,2004-09-07,16:00:00,E. Coli,=,20,MPN/100ml,Colilert 18 (Fecal),9/7/04,,
390663,WP0000012,Sands at Coal Oil Point,2004-09-07,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,9/7/04,,
390666,WP0000012,Sands at Coal Oil Point,2004-09-13,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,9/13/04,,
390668,WP0000012,Sands at Coal Oil Point,2004-09-13,16:00:00,Total Coliforms,=,31,MPN/100ml,Colilert 18 (Total),9/13/04,,
390667,WP0000012,Sands at Coal Oil Point,2004-09-13,16:00:00,E. Coli,=,20,MPN/100ml,Colilert 18 (Fecal),9/13/04,,
390671,WP0000012,Sands at Coal Oil Point,2004-09-21,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),9/21/04,,
390670,WP0000012,Sands at Coal Oil Point,2004-09-21,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),9/21/04,,
390669,WP0000012,Sands at Coal Oil Point,2004-09-21,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,9/21/04,,
390674,WP0000012,Sands at Coal Oil Point,2004-09-27,16:00:00,Total Coliforms,=,10,MPN/100ml,Colilert 18 (Total),9/27/04,,
390673,WP0000012,Sands at Coal Oil Point,2004-09-27,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),9/27/04,,
390672,WP0000012,Sands at Coal Oil Point,2004-09-27,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,9/27/04,,
390676,WP0000012,Sands at Coal Oil Point,2004-10-04,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),10/4/04,,
390675,WP0000012,Sands at Coal Oil Point,2004-10-04,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,10/4/04,,
390677,WP0000012,Sands at Coal Oil Point,2004-10-04,16:00:00,Total Coliforms,=,10,MPN/100ml,Colilert 18 (Total),10/4/04,,
390680,WP0000012,Sands at Coal Oil Point,2004-10-11,15:30:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),10/11/04,,
390679,WP0000012,Sands at Coal Oil Point,2004-10-11,15:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),10/11/04,,
390678,WP0000012,Sands at Coal Oil Point,2004-10-11,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,10/11/04,,
390683,WP0000012,Sands at Coal Oil Point,2004-10-18,14:50:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),10/18/04,,
390682,WP0000012,Sands at Coal Oil Point,2004-10-18,14:50:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),10/18/04,,
390681,WP0000012,Sands at Coal Oil Point,2004-10-18,14:50:00,Enterococcus,<,10,MPN/100ml,Enterolert,10/18/04,,
390685,WP0000012,Sands at Coal Oil Point,2004-10-25,14:10:00,E. Coli,=,10,MPN/100ml,Colilert 18 (Fecal),10/25/04,,
390684,WP0000012,Sands at Coal Oil Point,2004-10-25,14:10:00,Enterococcus,=,20,MPN/100ml,Enterolert,10/25/04,,
390686,WP0000012,Sands at Coal Oil Point,2004-10-25,14:10:00,Total Coliforms,=,31,MPN/100ml,Colilert 18 (Total),10/25/04,,
390689,WP0000012,Sands at Coal Oil Point,2004-11-01,15:30:00,Total Coliforms,=,20,MPN/100ml,Colilert 18 (Total),11/1/04,,
390688,WP0000012,Sands at Coal Oil Point,2004-11-01,15:30:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),11/1/04,,
390687,WP0000012,Sands at Coal Oil Point,2004-11-01,15:30:00,Enterococcus,<,10,MPN/100ml,Enterolert,11/1/04,,
390692,WP0000012,Sands at Coal Oil Point,2004-12-01,16:00:00,Total Coliforms,<,10,MPN/100ml,Colilert 18 (Total),12/1/04,,
390691,WP0000012,Sands at Coal Oil Point,2004-12-01,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),12/1/04,,
390690,WP0000012,Sands at Coal Oil Point,2004-12-01,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,12/1/04,,
390694,WP0000012,Sands at Coal Oil Point,2004-12-06,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),12/6/04,,
390693,WP0000012,Sands at Coal Oil Point,2004-12-06,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,12/6/04,,
390695,WP0000012,Sands at Coal Oil Point,2004-12-06,16:00:00,Total Coliforms,=,41,MPN/100ml,Colilert 18 (Total),12/6/04,,
390698,WP0000012,Sands at Coal Oil Point,2004-12-13,16:20:00,Total Coliforms,=,63,MPN/100ml,Colilert 18 (Total),12/13/04,,
390697,WP0000012,Sands at Coal Oil Point,2004-12-13,16:20:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),12/13/04,,
390696,WP0000012,Sands at Coal Oil Point,2004-12-13,16:20:00,Enterococcus,=,10,MPN/100ml,Enterolert,12/13/04,,
390701,WP0000012,Sands at Coal Oil Point,2004-12-21,16:00:00,Total Coliforms,=,10,MPN/100ml,Colilert 18 (Total),12/21/04,,
390700,WP0000012,Sands at Coal Oil Point,2004-12-21,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),12/21/04,,
390699,WP0000012,Sands at Coal Oil Point,2004-12-21,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,12/21/04,,
390703,WP0000012,Sands at Coal Oil Point,2004-12-27,16:00:00,E. Coli,=,86,MPN/100ml,Colilert 18 (Fecal),12/27/04,,
390702,WP0000012,Sands at Coal Oil Point,2004-12-27,16:00:00,Enterococcus,=,221,MPN/100ml,Enterolert,12/27/04,,
390704,WP0000012,Sands at Coal Oil Point,2004-12-27,16:00:00,Total Coliforms,=,985,MPN/100ml,Colilert 18 (Total),12/27/04,,
390707,WP0000012,Sands at Coal Oil Point,2004-12-29,16:00:00,Total Coliforms,=,2247,MPN/100ml,Colilert 18 (Total),12/29/04,,
390706,WP0000012,Sands at Coal Oil Point,2004-12-29,16:00:00,E. Coli,=,110,MPN/100ml,Colilert 18 (Fecal),12/29/04,,
390705,WP0000012,Sands at Coal Oil Point,2004-12-29,16:00:00,Enterococcus,=,346,MPN/100ml,Enterolert,12/29/04,,
393817,WP0000012,Sands at Coal Oil Point,2005-01-03,16:00:00,Enterococcus,=,2489,MPN/100ml,Enterolert,1/3/05,,
393819,WP0000012,Sands at Coal Oil Point,2005-01-03,16:00:00,Total Coliforms,=,14136,MPN/100ml,Colilert 18 (Total),1/3/05,,
393818,WP0000012,Sands at Coal Oil Point,2005-01-03,16:00:00,E. Coli,=,292,MPN/100ml,Colilert 18 (Fecal),1/3/05,,
393821,WP0000012,Sands at Coal Oil Point,2005-01-05,16:15:00,E. Coli,=,10,MPN/100ml,Colilert 18 (Fecal),1/5/05,,
393820,WP0000012,Sands at Coal Oil Point,2005-01-05,16:15:00,Enterococcus,=,10,MPN/100ml,Enterolert,1/5/05,,
393822,WP0000012,Sands at Coal Oil Point,2005-01-05,16:15:00,Total Coliforms,=,2481,MPN/100ml,Colilert 18 (Total),1/5/05,,
393825,WP0000012,Sands at Coal Oil Point,2005-01-10,16:30:00,Total Coliforms,=,17329,MPN/100ml,Colilert 18 (Total),1/10/05,,
393824,WP0000012,Sands at Coal Oil Point,2005-01-10,16:30:00,E. Coli,=,556,MPN/100ml,Colilert 18 (Fecal),1/10/05,,
393823,WP0000012,Sands at Coal Oil Point,2005-01-10,16:30:00,Enterococcus,=,2187,MPN/100ml,Enterolert,1/10/05,,
393826,WP0000012,Sands at Coal Oil Point,2005-01-12,16:00:00,Enterococcus,=,63,MPN/100ml,Enterolert,1/12/05,,
393828,WP0000012,Sands at Coal Oil Point,2005-01-12,16:00:00,Total Coliforms,=,15531,MPN/100ml,Colilert 18 (Total),1/12/05,,
393827,WP0000012,Sands at Coal Oil Point,2005-01-12,16:00:00,E. Coli,=,41,MPN/100ml,Colilert 18 (Fecal),1/12/05,,
393830,WP0000012,Sands at Coal Oil Point,2005-01-18,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/18/05,,
393829,WP0000012,Sands at Coal Oil Point,2005-01-18,16:00:00,Enterococcus,<,10,MPN/100ml,Enterolert,1/18/05,,
393831,WP0000012,Sands at Coal Oil Point,2005-01-18,16:00:00,Total Coliforms,=,620,MPN/100ml,Colilert 18 (Total),1/18/05,,
393834,WP0000012,Sands at Coal Oil Point,2005-01-24,16:00:00,Total Coliforms,=,399,MPN/100ml,Colilert 18 (Total),1/24/05,,
393833,WP0000012,Sands at Coal Oil Point,2005-01-24,16:00:00,E. Coli,<,10,MPN/100ml,Colilert 18 (Fecal),1/24/05,,
393832,WP0000012,Sands at Coal Oil Point,2005-01-24,16:00:00,Enterococcus,=,10,MPN/100ml,Enterolert,1/24/05,,
393835,WP0000012,Sands at Coal Oil Point,2005-01-31,16:00:00,Enterococcus,=,10,MPN/100ml,Enterolert,1/31/05,,
